FID,geom,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,building,description,name,opening_hours,type,wheelchair,osm_id,osm_type,editlink,tutoriallink,check_date,diet:vegetarian,opening_hours:signed,cuisine,operator,phone,atm,contact:website,source,toilets:wheelchair,addr:country,image,website,name:de,outdoor_seating,takeaway,contact:email,contact:phone,building:levels,roof:levels,roof:shape,smoking,contact:fax,source:date,addr:housename,diet:vegan,toilets,delivery,email,fax,payment:cash,source:geometry,building:first_floor_high,contact:mobile,shop,internet_access,was:military,was:name,building:part,int_name,internet_access:fee,addr:place,source:addr,disused:phone,height,opening_hours:covid19,roof:colour,start_date:name,seasonal,air_conditioning,indoor_seating,wifi,sport,building:colour,toilets:access,building:material,old_name,source:housenumber,tourism,ele,name:en,check_date:opening_hours,bar,smoking:outside,contact:facebook,note,brand,brand:wikidata,level,alt_name,start_date,update,lastcheck,wheelchair:description:de,wheelchair:description:en,changing_table,changing_table:count,toilets:disposal,toilets:female,toilets:male,toilets:unisex,craft,capacity,designation,diet:gluten_free,owner,outdoor,source:name,menu_languages,number_of_menulanguages,contact:instagram,internet_access:ssid,last_check,brand:wikipedia,fixme,breakfast,cafe,payment:credit_cards,payment:debit_cards,rooms,seating,surveillance,payment:coins,payment:cryptocurrencies,payment:electronic_purses,payment:notes,payment:paypal,official_name,food,ref:vatin,wheelchair:description,drive_in,seating:indoor,seating:outdoor,gay,menu,drink:club-mate,music,cafe_€,cappuchino_€,opening_hours:kitchen,description:de,description:en,diet:local,dog,currency:eur,payment:account_cards,payment:apple_pay,payment:contactless,addr:floor,highchair,kids_area,drink:soy_milk,man_made,lottery,entrance,addr:unit,self_service,snack,url,old_name2,changing_table:location,access:covid19,delivery:covid19,organic,disused:amenity,description:covid19,takeaway:covid19,beer_garden,source:wheelchair,old_website,min_age,payment:girocard,alt_name_1,last_checked,status,access,survey:date,old_name1,diet:kosher,disused:name,was:shop,payment:mastercard,payment:visa,payment:avia_ringcard,payment:dkv,payment:euroshell,payment:notes:note,payment:total_card,payment:uta,payment:westfalen_card,takeaway:ice_cream,diet:halal,branch,payment:maestro,reservation,opening_hours:lastcheck,opening_hours:url,opening_date
MRN_OSM_amenity_cafe_4326_Point.738,POINT (8.1225779 49.3416697),Neustadt an der Weinstraße,30,,In der Almel,,cafe,,,Cafe zur Almel,Sa-Th 12:00-19:00,,,2147483647,node,https://www.openstreetmap.org/node/4431185492,https://learnosm.org/de/beginner/,,yes,,,,,,,,,,,,,,,,+49 6321 82260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.739,POINT (8.1119073 49.1968666),,,,,,cafe,,,Pergamino,Tu-Sa 10:00-18:00,,yes,2147483647,node,https://www.openstreetmap.org/node/4434357003,https://learnosm.org/de/beginner/,,,no,coffee_shop;cake;hot_chocolade,,+4963415497874,,,,,,,https://www.pergamino.de/,,,,,,,,,,,,,,,,b.lauser@pergamino.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.740,POINT (8.1873577 49.4073088),,,,,,cafe,,,Café Ritter von Böhl,"Mo-Su,PH 12:00-18:00",,,2147483647,node,https://www.openstreetmap.org/node/4441662389,https://learnosm.org/de/beginner/,,,,,,,,http://www.ritter-von-boehl.de/,http://www.ritter-von-boehl.de/,,,,,,yes,,hotel@ritter-von-boehl.de,+49 6326 972150,,,,,+49 6326 972200,2020-07-10,,,,,,,,,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hotelrittervonboehl.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.741,POINT (8.3580189 49.6345406),,,,,,cafe,,,Gleis 7,,,yes,2147483647,node,https://www.openstreetmap.org/node/4453531389,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.742,POINT (8.4694639 49.4728797),,,,,,cafe,,,Perle Kaffeebar,Tu-Su 09:00-18:00; Mo off,,no,2147483647,node,https://www.openstreetmap.org/node/4459088863,https://learnosm.org/de/beginner/,,yes,,,,+49 621 86082035,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,https://www.facebook.com/PerleKaffeebar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.743,POINT (8.6998436 49.41048),Heidelberg,1,69117,Märzgasse,,cafe,,,Amoroso,,,no,2147483647,node,https://www.openstreetmap.org/node/4466096208,https://learnosm.org/de/beginner/,,,,,,,,,,,DE,,https://www.vielmehr.heidelberg.de/dankstelle/amoroso-heidelberg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.744,POINT (8.4416655 49.3184831),Speyer,8,67346,Stuhlbrudergasse,,cafe,,,puzzle Cafe Bar Bistro,,,,2147483647,node,https://www.openstreetmap.org/node/4476981925,https://learnosm.org/de/beginner/,,,,,,+49 6232 6911354,,,,,DE,,http://www.puzzle-speyer.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.745,POINT (8.3264692 49.471697),,,,,,cafe,,,Eiscafé Fontana Di Trevi,,,,2147483647,node,https://www.openstreetmap.org/node/4488182125,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.746,POINT (8.8759352 49.2532701),Sinsheim,76,74889,Hauptstraße,,cafe,,,Backstubencafe Härdtner,,,yes,2147483647,node,https://www.openstreetmap.org/node/4492159299,https://learnosm.org/de/beginner/,,,,,,+49 7261 8628838,,,,yes,,,https://www.haerdtner.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolles Cafe mit tollen Angeboten Öffnungszeiten: Mo.-Fr. 6.30 Uhr - 18 Uhr - Samstag 6.30 Uhr - 15 Uhr - Sonntag 8 Uhr - 15 Uhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.747,POINT (8.692175 49.4035246),,49,69115,Rohrbacher Straße,,cafe,,,Nomad,"Mo-Fr 08:00-14:00; Sa 08:00-15:00; Su, PH 09:00-15:00",,limited,2147483647,node,https://www.openstreetmap.org/node/4513548514,https://learnosm.org/de/beginner/,,yes,,breakfast;coffee_shop,,+49 6221 6730793,,,,,,,https://www.nomad-heidelberg.de/standorte/nomad-weststadt,,,,,,,,,,,,,yes,,,hello@nomad-heidelberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nomad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.748,POINT (8.4707162 49.5007618),Mannheim,3,68169,Gartenfeldstraße,,cafe,,,Fine Art Café,,,no,2147483647,node,https://www.openstreetmap.org/node/4522431101,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,yes,,,,,,,outside,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.749,POINT (8.6525791 49.5575028),Weinheim,2,69469,Bensheimer Straße,,cafe,,,Bäckerei Hug,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 07:00-17:00,,yes,2147483647,node,https://www.openstreetmap.org/node/4546133896,https://learnosm.org/de/beginner/,,,,,Backparadies Hug GmbH,,,https://www.backparadies-hug.de,,,DE,,,,yes,,info@backparadies-hug.de,+49 6201 3896490,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/BackparadiesHUG,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/backparadies_hug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.750,POINT (8.5880555 49.4533617),,,,,,cafe,,,Bäcker Görtz,Mo-Sa 08:00-20:00,,,2147483647,node,https://www.openstreetmap.org/node/4592240724,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.751,POINT (8.5453788 49.6725304),Einhausen,3,64683,Marktplatz,,cafe,,,Eiscafe Venezia,Tu-Su 10:00-19:00,,,2147483647,node,https://www.openstreetmap.org/node/4593464492,https://learnosm.org/de/beginner/,,,,ice_cream,Marco Francescato,+49 6251 856601,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.752,POINT (8.3742669 49.3837871),,22,,Hauptstraße,,cafe,,,Taverna Portuguesa,,,,2147483647,node,https://www.openstreetmap.org/node/4632254533,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.753,POINT (8.3419945 49.2492018),Lingenfeld,1,67360,Kirchstraße,,cafe,,,It's Time,"Tu-Fr 08:30-18:00; Sa,Su 14:00-18:00",,,2147483647,node,https://www.openstreetmap.org/node/4639854579,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.754,POINT (8.4816691 49.5259804),,,,,,cafe,,,Cafe Vilnius,"Mo-Th 10:00-03:00; Fr,Sa 10:00-05:00",,,2147483647,node,https://www.openstreetmap.org/node/4658744939,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,billiards;darts,,,,Cafe Bistro DENIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.755,POINT (8.3723541 49.3869352),,13,,Kirchenstraße,,cafe,,,Schmeck58,,,,2147483647,node,https://www.openstreetmap.org/node/4674962194,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.756,POINT (8.7101351 49.3847189),Heidelberg,1E,69117,Meyerhofstraße,,cafe,,,EMBL Cafeteria,Mo-Fr 08:30-19:00,,yes,2147483647,node,https://www.openstreetmap.org/node/4681346784,https://learnosm.org/de/beginner/,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.757,POINT (8.6754411 49.4218914),,,,,,cafe,,,DKFZ Casino,,,,2147483647,node,https://www.openstreetmap.org/node/4690127092,https://learnosm.org/de/beginner/,2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.758,POINT (8.5281 49.2930191),,,,,,cafe,,,Cafe Walz,,,,2147483647,node,https://www.openstreetmap.org/node/4723661905,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.759,POINT (8.1368997 49.3502303),Neustadt an der Weinstraße,3,67433,Hauptstraße,,cafe,,,Café Sixt Confiserie,Jan-Aug Tu-Sa 08:00-17:00; Jan-Aug Su 10:00-17:00; PH 10:00-17:00; Sep-Dec Mo-Sa 08:00-17:00; Sep-Dec Su 10:00-17:00; PH 10:00-17:00,,,2147483647,node,https://www.openstreetmap.org/node/4741867168,https://learnosm.org/de/beginner/,,,,,,+49 6321 2192,,http://www.cafesixt.de/,http://www.cafesixt.de/,,,,http://www.cafesixt.de/,,yes,,sixt-vogel@t-online.de,+49 6321 2192,,,,,+49 6321 31715,,,,,,sixt-vogel@t-online.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.760,POINT (8.3930761 49.3158952),,,,,,cafe,,,Wasgau,,,,2147483647,node,https://www.openstreetmap.org/node/4759246225,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.761,POINT (8.1257872 49.2807752),Edenkoben,59A,67480,Weinstraße,,cafe,,,La Piazza,,,,2147483647,node,https://www.openstreetmap.org/node/4760724035,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,no,yes,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.762,POINT (8.4740317 49.4833567),,,,,,cafe,,,Ma Dona,,,,2147483647,node,https://www.openstreetmap.org/node/4791809738,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.763,POINT (8.441465 49.3154702),,,,,,cafe,,,Forum - Café im Museum,"Mo 10:30-18:00 ""nur während der Schulferien in Rheinland-Pfalz, Baden Württemberg oder Hessen"";Tu-Su,PH 10:30-18:00",,yes,2147483647,node,https://www.openstreetmap.org/node/4797253357,https://learnosm.org/de/beginner/,,yes,,,,,,http://museum.speyer.de/informationen/besuch-service/museumscafe/,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,
MRN_OSM_amenity_cafe_4326_Point.764,POINT (8.6829572 49.4324005),Heidelberg,98,69121,Dossenheimer Landstraße,,cafe,,,Nomad,"Mo-Th 09:00-15:00; Fr 09:00-20:00; Sa, Su 09:00-15:00",,limited,2147483647,node,https://www.openstreetmap.org/node/4806010460,https://learnosm.org/de/beginner/,,yes,,,Niebel,+49 6221 411135,,,,,,,https://www.nomad-heidelberg.de,,yes,,,,,,,,,,,yes,,,hello@nomad-heidelberg.de,,,,,,,yes,,,,,no,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.765,POINT (8.2781488 49.1208891),,,,,,cafe,,,Eiscafe Taberna,"Mo-Sa 14:00-23:00; Su,PH 12:00-23:00",,,2147483647,node,https://www.openstreetmap.org/node/4819681893,https://learnosm.org/de/beginner/,,yes,,ice_cream,Kinga Jarecka,+49-7272-91038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.766,POINT (8.2935898 49.1542672),,,,,,cafe,,,Eiscafé Cortina,,,,2147483647,node,https://www.openstreetmap.org/node/4819681902,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.767,POINT (8.6882864 49.4240505),,,,,,cafe,,,That's Gelato,,,yes,2147483647,node,https://www.openstreetmap.org/node/4826910222,https://learnosm.org/de/beginner/,,,no,ice_cream,,,,,,,,,https://www.thatsgelato.de/,That's Gelato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That's Gelato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.768,POINT (8.7152542 49.4094996),,,,,,cafe,,,Sattelkammer,,,yes,2147483647,node,https://www.openstreetmap.org/node/4857343889,https://learnosm.org/de/beginner/,,,,bistro,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.769,POINT (8.8361131 49.3987563),Neckargemünd,12,69151,Obere Straße,Dilsberg,cafe,,,Chocolaterie im Gasthaus zur Burg,We-Sa 11:30-18:00; Su 11:30-17:00,,,2147483647,node,https://www.openstreetmap.org/node/4865945594,https://learnosm.org/de/beginner/,,yes,,,,,,,,,,,http://www.das-beste-zum-schluss.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.770,POINT (8.3143759 49.1450704),,,,,,cafe,,,Gelateria La Perla,,,,2147483647,node,https://www.openstreetmap.org/node/4877549042,https://learnosm.org/de/beginner/,,,,ice_cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.771,POINT (8.1946093 49.0818071),,,,,,cafe,,,WunschCafé,,,,2147483647,node,https://www.openstreetmap.org/node/4887438268,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'affineur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.772,POINT (8.6958343 49.3224848),,,,,,cafe,,,Café Nussecke,,,no,2147483647,node,https://www.openstreetmap.org/node/4910177573,https://learnosm.org/de/beginner/,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/cafenussecke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.773,POINT (8.2663509 49.3033279),,,,,,cafe,,,Wasgau,Mo-Sa 07:00-21:00; Su 08:00-12:00,,,2147483647,node,https://www.openstreetmap.org/node/4939800926,https://learnosm.org/de/beginner/,2023-06-17,,,,,+49 6327 9779960,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.774,POINT (8.2819694 49.1911447),,113a,,Hauptstraße,,cafe,,,weinROT Kaffee & Weinzimmer,,,,2147483647,node,https://www.openstreetmap.org/node/4954350683,https://learnosm.org/de/beginner/,,,,,,+49 7272 3759,,,,,,,https://weinrot.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN_OSM_amenity_cafe_4326_Point.775,POINT (8.0707616 49.3726616),,,,,,cafe,,,Stadtcafé,,,,2147483647,node,https://www.openstreetmap.org/node/4967734363,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
